"","x"
"190",23.50272711967
"191",23.5045453800732
"192",23.5065011940337
"193",23.5086335237602
"194",23.5109776990699
"195",23.5135640229711
"196",23.5164163772456
"197",23.5195508280307
"198",23.5229742314017
"199",23.5266828772314
"200",23.5306619081987
"201",23.5348864142115
"202",23.539323087438
"203",23.5439318937944
"204",23.5486677444332
"205",23.553482167231
"206",23.5583249782765
"207",23.5631459533589
"208",23.5678964994556
"209",23.5725313262201
"210",23.5770101174706
"211",23.5812992026774
"212",23.5853732284514
"213",23.5892168300317
"214",23.5928262817524
"215",23.5962104796643
"216",23.5993900085575
"217",23.6023953574561
"218",23.6052650955468
"219",23.608044048108
"220",23.6107814724379
"221",23.6135292337838
"222",23.6163399812702
"223",23.6192653238278
"224",23.6223540061224
"225",23.6256500844831
"226",23.6291911028313
"227",23.6330062686094
"228",23.6371146287091
"229",23.6415232547986
"230",23.6462259345561
"231",23.6512038055595
"232",23.6564271288344
"233",23.6618571419802
"234",23.6674479123086
"235",23.6731481899828
"236",23.6789032611557
"237",23.6846568011092
"238",23.6903527273924
"239",23.6959370529607
"240",23.7013597393146
"241",23.7065765496382
"242",23.7115509019381
"243",23.716255722182
"244",23.7206752941512
"245",23.7248067694961
"246",23.7286599088764
"247",23.7322554600067
"248",23.7356233977543
"249",23.7388011640596
"250",23.7418319078572
"251",23.744762724996
"252",23.7476428981607
"253",23.7505221367917
"254",23.7534488170065
"255",23.7564682215199
"256",23.7596207795649
"257",23.7629403068135
"258",23.7664522452974
"259",23.770171904173
"260",23.7741029080193
"261",23.7782371355631
"262",23.7825561632651
"263",23.7870329234678
"264",23.7916333634822
"265",23.7963181046744
"266",23.801044101552
"267",23.8057663008505
"268",23.8104393006197
"269",23.8150190093106
"270",23.8194643048615
"271",23.8237386937846
"272",23.8278119702526
"273",23.8316618751851
"274",23.8352757551964
"275",23.8386521006913
"276",23.8418008589626
"277",23.8447421264905
"278",23.8475045228934
"279",23.8501235616327
"280",23.852640020719
"281",23.855098313417
"282",23.8575448589517
"283",23.8600264532135
"284",23.862588639464
"285",23.8652740790414
"286",23.8681209220662
"287",23.8711611781465
"288",23.8744190870838
"289",23.8779094895872
"290",23.8816362641182
"291",23.885591737493
"292",23.8897577882585
"293",23.8941074003491
"294",23.8986062254591
"295",23.9032141454146
"296",23.9078868345456
"297",23.9125773220583
"298",23.9172375544074
"299",23.9218199576676
"300",23.9262789999065
"301",23.9305727535564
"302",23.9346644577861
"303",23.938524080874
"304",23.9421298825789
"305",23.9454699449469
"306",23.9485430024921
"307",23.9513576643393
"308",23.9539310641554
"309",23.956287491442
"310",23.9584570228272
"311",23.9604741533578
"312",23.9623764277918
"313",23.9642030718899
"314",23.9659936237083
"315",23.9677865648904
"316",23.9696179519593
"317",23.9715200476094
"318",23.9735199519993
"319",23.9756382340433
"320",23.9778875754
"321",23.9802718625752
"322",23.9827866461227
"323",23.9854202450906
"324",23.9881548843042
"325",23.9909678316469
"326",23.9938325353432
"327",23.9967197612397
"328",23.9995987300878
"329",24.0024382548254
"330",24.005207877859
"331",24.0078790083455
"332",24.0104260594744
"333",24.0128275857495
"334",24.0150674202713
"335",24.0171358076011
"336",24.0190302665869
"337",24.0207553477248
"338",24.0223217027459
"339",24.0237451020627
"340",24.0250454522
"341",24.0262458132265
"342",24.0273714161855
"343",24.0284486805269
"344",24.0295042315378
"345",24.0305639177739
"346",24.0316518284913
"347",24.0327893110767
"348",24.0339939884797
"349",24.0352787766435
"350",24.0366509032626
"351",24.0381110880304
"352",24.0396536220964
"353",24.0412671818413
"354",24.0429357228039
"355",24.0446393737496
"356",24.0463553307369
"357",24.0480587511858
"358",24.0497236479449
"359",24.0513237833593
"360",24.0528335633378
"361",24.0542289314208
"362",24.0554882628478
"363",24.056593258625
"364",24.0575298395926
"365",24.0582890401887
"366",24.0588678083996
"367",24.0592690818739
"368",24.0595010896783
"369",24.0595765355996
"370",24.0595117808111
"371",24.0593260265384
"372",24.0590404967259
"373",24.0586776207029
"374",24.0582602158493
"375",24.0578106702625
"376",24.057350125423
"377",24.0568976588608
"378",24.0564694668214
"379",24.0560780469322
"380",24.0557313809095
"381",24.0554321687471
"382",24.055177626706
"383",24.0549600759686
"384",24.0547676972291
"385",24.0545852872495
"386",24.0543950154167
"387",24.0541771802985
"388",24.0539109662011
"389",24.0535751997249
"390",24.0531491063212
"391",24.0526130668495
"392",24.0519493741332
"393",24.0511429895166
"394",24.0501822994218
"395",24.0490598719031
"396",24.0477731865827
"397",24.0463249380881
"398",24.0447225529564
"399",24.0429774836624
"400",24.0411044977835
"401",24.0391209671647
"402",24.0370461570832
"403",24.034900515414
"404",24.0327049617943
"405",24.0304801767889
"406",24.0282458910548
"407",24.0260201745063
"408",24.0238187254801
"409",24.0216541599002
"410",24.0195353004426
"411",24.0174664781662
"412",24.0154471381058
"413",24.0134721859036
"414",24.0115326147599
"415",24.0096161424831
"416",24.0077078485393
"417",24.0057908111024
"418",24.0038467441035
"419",24.0018566342811
"420",23.9998013782306
"421",23.9976624194541
"422",23.9954223854104
"423",23.9930657245644
"424",23.9905793434375
"425",23.9879532436567
"426",23.9851811540979
"427",23.9822609698705
"428",23.9791945642701
"429",23.9759872865895
"430",23.9726474424599
"431",23.9691857741915
"432",23.9656149411145
"433",23.9619489999194
"434",23.9582028849985
"435",23.9543918887856
"436",23.9505311420978
"437",23.9466350944754
"438",23.9427169945233
"439",23.9387883702513
"440",23.9348585094149
"441",23.9309339414417
"442",23.927018030112
"443",23.9231110498996
"444",23.9192105813781
"445",23.9153119328482
"446",23.911408561977
"447",23.9074924974378
"448",23.903554760549
"449",23.8995857869143
"450",23.8955758480613
"451",23.8915154730819
"452",23.8873958702709
"453",23.883209348766
"454",23.878949740187
"455",23.8746128202754
"456",23.8701967300769
"457",23.8657023308953
"458",23.8611331644662
"459",23.8564950715099
"460",23.8517957701161
"461",23.8470444340353
"462",23.8422512709708
"463",23.8374271008701
"464",23.8325829342168
"465",23.8277295503218
"466",23.8228770756155
"467",23.8180345619392
"468",23.8132095648365
"469",23.8084077218454
"470",23.8036323307897
"471",23.7988839281807
"472",23.7941599110775
"473",23.7894545196004
"474",23.7847592282512
"475",23.7800632042614
"476",23.7753537663762
"477",23.7706168436377
"478",23.7658374341691
"479",23.7610000639577
"480",23.7560892456387
"481",23.7510899372794
"482",23.7459880011619
"483",23.7407706625675
"484",23.7354269685598
"485",23.7299482467687
"486",23.7243285641604
"487",23.718565160141
"488",23.7126585755491
"489",23.7066123295456
"490",23.7004324951981
"491",23.6941272736793
"492",23.6877065684664
"493",23.6811815595396
"494",23.6745642775812
"495",23.6678671781741
"496",23.6611027160012
"497",23.654282919044
"498",23.6474189627813
"499",23.6405207443884
"500",23.633596456936
"501",23.6266521635889
"502",23.6196913867885
"503",23.6127149591024
"504",23.6057213861165
"505",23.5987073638154
"506",23.5916682997436
"507",23.584598834167
"508",23.5774933612334
"509",23.5703465501348
"510",23.5631538662676
"511",23.5559120923947
"512",23.5486198498062
"513",23.5412781194809
"514",23.5338907632473
"515",23.5264650449452
"516",23.5190121515867
"517",23.511547702615
"518",23.5040919394608
"519",23.496669086935
"520",23.4893063817103
"521",23.4820330875785
"522",23.4748795107079
"523",23.4678760149015
"524",23.4610520368539
"525",23.4544351014091
"526",23.4480498368183
"527",23.4419169899972
"528",23.4360524417836
"529",23.4304662221951
"530",23.4251615256864
"531",23.4201337264073
"532",23.4153694018397
"533",23.4108457258898
"534",23.4065311387371
"535",23.4023866954734
"536",23.3983674559162
"537",23.3944238744243
"538",23.3905031897128
"539",23.3865508146687
"540",23.382511726166
"541",23.378331854881
"542",23.3739594751079
"543",23.369346594574
"544",23.3644503442548
"545",23.3592343681896
"546",23.3536702132969
"547",23.3477387157979
"548",23.3414311150538
"549",23.334748896712
"550",23.3277027471914
"551",23.3203114291137
"552",23.3126006566793
"553",23.3046019710431
"554",23.2963516156901
"555",23.2878894118118
"556",23.2792576336811
"557",23.2704998840289
"558",23.2616599694197
"559",23.2527807756271
"560",23.24390314301
"561",23.2350647418882
"562",23.2262989485802
"563",23.2176338369796
"564",23.2090919080921
"565",23.2006904962103
"566",23.1924422606927
"567",23.1843556779982
"568",23.1764355337209
"569",23.1686834146247
"570",23.161098200678
"571",23.1536765570886
"572",23.1464134263381
"573",23.1393025202167
"574",23.1323368118579
"575",23.1255090277733
"576",23.118812139887
"577",23.1122398575083
"578",23.105787086907
"579",23.0994501013974
"580",23.0932263637067
"581",23.0871142872955
"582",23.0811129972028
"583",23.0752220908926
"584",23.0694413990994
"585",23.0637707466739
"586",23.0582097134294
"587",23.0527573949872
"588",23.0474121636226
"589",23.0421714291109
"590",23.0370313995731
"591",23.0319868423217
"592",23.0270308447116
"593",23.0221545887247
"594",23.0173473018893
"595",23.0125964861348
"596",23.0078882130979
"597",23.0032074204695
"598",22.998538208342
"599",22.9938641355556
"600",22.9891685160455
"601",22.9844347151887
"602",22.9796464461511
"603",22.9747880662337
"604",22.9698448732204
"605",22.9648034017241
"606",22.9596517195339
"607",22.9543797239621
"608",22.9489794319368
"609",22.943445150808
"610",22.9377734014032
"611",22.931962761532
"612",22.9260137073175
"613",22.9199284545271
"614",22.9137107999037
"615",22.9073659624965
"616",22.9009004249919
"617",22.8943217750451
"618",22.8876385466103
"619",22.8808600612721
"620",22.8739962695767
"621",22.8670575923624
"622",22.860054762091
"623",22.8529986644815
"624",22.8459001891322
"625",22.8387701048909
"626",22.8316189457932
"627",22.8244568974632
"628",22.817293683513
"629",22.8101384519432
"630",22.8029996615433
"631",22.7958849682913
"632",22.7888011117541
"633",22.7817538014878
"634",22.7747476034377
"635",22.7677858263383
"636",22.760870408114
"637",22.7540018022784
"638",22.7471788654958
"639",22.7403988027194
"640",22.73365732426
"641",22.7269489223922
"642",22.7202671558544
"643",22.7136049343509
"644",22.7069548030523
"645",22.7003092270976
"646",22.6936608760947
"647",22.6870029086223
"648",22.6803292567309
"649",22.6736349104443
"650",22.6669162022604
"651",22.6601710916531
"652",22.6533994495733
"653",22.6466033422042
"654",22.639787245206
"655",22.632957911817
"656",22.6261239843644
"657",22.6192955811004
"658",22.6124838830136
"659",22.6057007206407
"660",22.5989581608776
"661",22.5922680937912
"662",22.5856418194303
"663",22.5790896346374
"664",22.5726204198599
"665",22.5662412259616
"666",22.5599568610342
"667",22.5537694772086
"668",22.5476781577562
"669",22.5416785660533
"670",22.5357630183229
"671",22.5299209680766
"672",22.5241395465359
"673",22.5184041032652
"674",22.5126987468043
"675",22.5070068853014
"676",22.5013117671457
"677",22.4955970215999
"678",22.4898471994338
"679",22.4840483135562
"680",22.478188379648
"681",22.4722579567951
"682",22.466250688121
"683",22.4601638413551
"684",22.4539988041734
"685",22.4477611438225
"686",22.4414601121455
"687",22.4351080464266
"688",22.4287197692808
"689",22.4223119885429
"690",22.4159026971578
"691",22.4095105730692
"692",22.4031543791098
"693",22.3968523628904
"694",22.3906216566894
"695",22.3844776773427
"696",22.3784335261326
"697",22.372499388678
"698",22.3666819348285
"699",22.3609837450865
"700",22.3554031065892
"701",22.3499344268084
"702",22.3445688047309
"703",22.3392946048454
"704",22.3340980311284
"705",22.3289637010314
"706",22.3238752194672
"707",22.3188157527964
"708",22.3137686028139
"709",22.3087177807354
"710",22.3036485811843
"711",22.2985481561779
"712",22.2934060891139
"713",22.2882149687571
"714",22.2829709498999
"715",22.2776740358493
"716",22.2723277475363
"717",22.2669385831202
"718",22.2615154712238
"719",22.2560692241685
"720",22.2506119912089
"721",22.2451567117686
"722",22.2397165686741
"723",22.2343044413907
"724",22.2289323592573
"725",22.2236109547211
"726",22.2183489165729
"727",22.213152443182
"728",22.2080246957312
"729",22.2029652587546
"730",22.1979698408653
"731",22.1930306787035
"732",22.1881372598015
"733",22.1832770607262
"734",22.1784362852227
"735",22.1736006023563
"736",22.1687558846563
"737",22.1638889462583
"738",22.1589882810475
"739",22.1540448008014
"740",22.1490525733329
"741",22.1440095606328
"742",22.1389183570133
"743",22.1337869272506
"744",22.1286293399455
"745",22.1234662324658
"746",22.1183242230265
"747",22.1132346928737
"748",22.108232523256
"749",22.1033548323862
"750",22.0986397124034
"751",22.0941249663351
"752",22.0898468450591
"753",22.0858387842654
"754",22.0821301414188
"755",22.0787449327203
"756",22.0757005700692
"757",22.0730065980256
"758",22.0706634307719
"759",22.0686610916521
"760",22.0669782337524
"761",22.0655826565869
"762",22.064432998187
"763",22.0634805491987
"764",22.0626710671534
"765",22.0619465907396
"766",22.0612472540732
"767",22.0605131009693
"768",22.059685899213
"769",22.0587109548306
"770",22.0575389263609
"771",22.0561276391258
"772",22.0544438995023
"773",22.0524653091925
"774",22.0501820786402
"775",22.0475986140692
"776",22.0447334396231
"777",22.041617405765
"778",22.0382916475082
"779",22.0348055414736
"780",22.0312146629472
"781",22.0275787429369
"782",22.0239596252305
"783",22.0204192234528
"784",22.0170174781225
"785",22.0138103137104
"786",22.0108475956959
"787",22.0081710876251
"788",22.0058124081673
"789",22.0037909883239
"790",22.0021121761989
"791",22.0007668763617
"792",21.9997332593694
"793",21.9989788870146
"794",21.9984628420331
"795",21.9981378578121
"796",21.9979524480974
"797",21.9978530367016
"798",21.9977860872115
"799",21.9977002326964
"800",21.9975484054152
"801",21.9972899665247
"802",21.9968928357871
"803",21.9963356212779
"804",21.9956097490842
"805",21.994721503537
"806",21.9936927127305
"807",21.992559032253
"808",21.9913675763893
"809",21.9901745361701
"810",21.9890427974229
"811",21.9880395588213
"812",21.9872339499353
"813",21.9866946492816
"814",21.9864875023734
"815",21.9866731397704
"816",21.9873045951291
"817",21.9884249232527
"818",21.990064818141
"819",21.992240231041
"820",21.9949500396308
"821",21.9981748879681
"822",22.0018787680229
"823",22.0060115969137
"824",22.0105118276987
"825",22.0153090601658
"826",22.0203266516237
"827",22.0254843276918
"828",22.0307007930917
"829",22.0358963424369
"830",22.040995471024
"831",22.045929485623
"832",22.0506391152681
"833",22.0550771220478
"834",22.0592109118962
"835",22.0630251206011
"836",22.0665232931345
"837",22.0697267392025
"838",22.0726720292075
"839",22.0754084189324
"840",22.0779952742218
"841",22.0804994956655
"842",22.0829929432801
"843",22.085549861192
"844",22.0882443023197
"845",22.091147553056
"846",22.0943255579507
"847",22.097836344393
"848",22.1017274472937
"849",22.1060333337682
"850",22.1107728376011
"851",22.1159472184742
"852",22.1215408342975
"853",22.1275234713916
"854",22.133852803802
"855",22.1404768526576
"856",22.1473364455286
"857",22.1543676757843
"858",22.1615043619517
"859",22.1686805070729
"860",22.1758327580637
"861",22.1829028650713
"862",22.1898401408325
"863",22.1966039200315
"864",22.2031660186583
"865",22.2095131901422
"866",22.2156491660064
"867",22.221594330116
"868",22.2273834227541
"869",22.2330630242197
"870",22.2386890380013
"871",22.2443241739506
"872",22.2500354314559
"873",22.2558915826153
"874",22.2619606554108
"875",22.2683074168814
"876",22.2749908562964
"877",22.2820616683296
"878",22.2895597362321
"879",22.2975116150062
"880",22.305928015395
"881",22.3148015608513
"882",22.3241067022177
"883",22.3338019856681
"884",22.3438326890863
"885",22.3541334605553
"886",22.3646309568475
"887",22.375246481914
"888",22.3858986253745
"889",22.3965059010067
"890",22.4069893852361
"891",22.4172753556258
"892",22.4272979293659
"893",22.4370017017633
"894",22.4463443847314
"895",22.4552994451627
"896",22.4638585768232
"897",22.4720323008285
"898",22.479847890194
"899",22.4873467203463
"900",22.4945816124946
"901",22.5016141770003
"902",22.5085121567482
"903",22.5153467705165
"904",22.5221900563477
"905",22.5291122149187
"906",22.5361789529116
"907",22.543448826384
"908",22.5509705841397
"909",22.5587805110989
"910",22.5668997716735
"911",22.5753318475987
"912",22.5840615329707
"913",22.5930568582768
"914",22.6022718619871
"915",22.6116493813707
"916",22.6211238433114
"917",22.6306240551238
"918",22.6400759953694
"919",22.6494056046721
"920",22.6585415765347
"921",22.6674181481545
"922",22.6759778912394
"923",22.6841745028238
"924",22.6919755960844
"925",22.6993654911566
"926",22.7063479534185
"927",22.712947609282
"928",22.7192080720957
"929",22.7251887980274
"930",22.7309618946641
"931",22.7366089296117
"932",22.7422177390951
"933",22.7478792365574
"934",22.7536842212606
"935",22.7597201868845
"936",22.7660681301274
"937",22.7727993593054
"938",22.7799723029523
"939",22.7876293184194
"940",22.7957935004758
"941",22.8044655169399
"942",22.8136215488424
"943",22.8232148914925
"944",22.8331794263687
"945",22.843433200131
"946",22.853882003634
"947",22.864422950941
"948",22.8749480583381
"949",22.8853478233475
"950",22.8955148037422
"951",22.905347196559
"952",22.914752417113
"953",22.9236506780112
"954",22.9319785681664
"955",22.9396926318109
"956",22.9467729360149
"957",22.9532257973874
"958",22.9590827564577
"959",22.9643970280037
"960",22.9692397383619
"961",22.9736961626242
"962",22.9778619618338
"963",22.9818394201824
"964",22.985733682206
"965",22.9896489899818
"966",22.9936849203248
"967",22.9979326219838
"968",23.0024710528383
"969",23.0073632170948
"970",23.0126524024834
"971",23.0183584213739
"972",23.0244744552742
"973",23.0309675794385
"974",23.0377825340751
"975",23.0448458867779
"976",23.0520701959462
"977",23.0593581742048
"978",23.0666068518242
"979",23.0737117401403
"980",23.080570994975
"981",23.0870895800556
"982",23.0931834304354
"983",23.0987836159133
"984",23.1038405044543
"985",23.1083279256091
"986",23.1122473329253
"987",23.1156315305265
"988",23.1185446930726
"989",23.1210781022969
"990",23.1233451649624
"991",23.125476425859
"992",23.1276145807999
"993",23.1299094896186
"994",23.1325131891657
"995",23.1355749063057
"996",23.1392360709137
"997",23.1436253288722
"998",23.1488535550682
"999",23.1550088663895
"1000",23.1621516347219
"1001",23.1703095000784
"1002",23.1794726720254
"1003",23.1895927391031
"1004",23.2005867959202
"1005",23.2123427879479
"1006",23.2247248737473
"1007",23.2375787871958
"1008",23.2507371997139
"1009",23.2640250824926
"1010",23.2772650687194
"1011",23.2902828158059
"1012",23.302912367614
"1013",23.3150015166833
"1014",23.3264171664573
"1015",23.3370506935107
"1016",23.3468233097736
"1017",23.3556912716073
"1018",23.3636483350442
"1019",23.3707227143114
"1020",23.3769723470854
"1021",23.3824801167321
"1022",23.3873490745459
"1023",23.3916976619888
"1024",23.3956549329303
"1025",23.399355775886
"1026",23.402936136258
"1027",23.4065282385731
"1028",23.4102558087232
"1029",23.414229296204
"1030",23.4185410963546
"1031",23.4232607725967
"1032",23.4284303442594
"1033",23.4340613949032
"1034",23.4401369932186
"1035",23.4466155879701
"1036",23.4534349838958
"1037",23.4605163176083
"1038",23.4677680334936
"1039",23.4750898596123
"1040",23.4823767835988
"1041",23.4895230285615
"1042",23.4964260289831
"1043",23.5029904066204
"1044",23.5091319464045
"1045",23.5147815723404
"1046",23.5198893234078
"1047",23.5244283050095
"1048",23.5283975197567
"1049",23.5318207434335
"1050",23.5347432564549
"1051",23.5372284414768
"1052",23.5393543809983
"1053",23.5412104549636
"1054",23.5428939383641
"1055",23.5445065988401
"1056",23.5461512942835
"1057",23.5479285704389
"1058",23.5499332585066
"1059",23.5522510727437
"1060",23.5549552080668
"1061",23.5581029376536
"1062",23.5617322181712
"1063",23.5658589384191
"1064",23.5704772337741
"1065",23.5755619867772
"1066",23.5810715273371
"1067",23.5869503330938
"1068",23.5931317297821
"1069",23.599540591595
"1070",23.6060960415471
"1071",23.612714151838
"1072",23.619310644216
"1073",23.6258035903413
"1074",23.6321161121496
"1075",23.6381790822156
"1076",23.6439338241162
"1077",23.6493348110913
"1078",23.6543520475254
"1079",23.6589713769552
"1080",23.6631928518864
"1081",23.6670288524103
"1082",23.6705022040055
"1083",23.6736442953406
"1084",23.6764931960762
"1085",23.6790917746669
"1086",23.6814858161641
"1087",23.6837221400174
"1088",23.6858467178777
"1089",23.6879027913989
"1090",23.6899289900402
"1091",23.6919574488682
"1092",23.6940119266141
"1093",23.6961060692745
"1094",23.6982430071185
"1095",23.7004165845199
"1096",23.7026128830291
"1097",23.7048117468538
"1098",23.7069883083395
"1099",23.7091145134506
"1100",23.7111606472503
"1101",23.7130968593822
"1102",23.71489468955
"1103",23.716528592999
"1104",23.7179774659962
"1105",23.7192261713112
"1106",23.7202670636967
"1107",23.721101515347
"1108",23.7217413617588
"1109",23.72220929766
"1110",23.722537585375
"1111",23.7227663509576
"1112",23.7229418735803
"1113",23.7231148749238
"1114",23.7233388085665
"1115",23.7236681493738
"1116",23.7241566828877
"1117",23.724855794716
"1118",23.7258127599221
"1119",23.727069032414
"1120",23.7286585343342
"1121",23.7306059454486
"1122",23.7329249925366
"1123",23.7356167843135
"1124",23.738669041129
"1125",23.7420572204499
"1126",23.7457462637517
"1127",23.7496923610166
"1128",23.7538447152315
"1129",23.7581473068862
"1130",23.7625406584707
"1131",23.7669635989742
"1132",23.7713550283819
"1133",23.7756556821742
"1134",23.7798098958235
"1135",23.7837673692931
"1136",23.7874849315347
"1137",23.7909283049865
"1138",23.7940738498676
"1139",23.7969096882584
"1140",23.7994350852392
"1141",23.8016590706278
"1142",23.8035990265022
"1143",23.805279274724
"1144",23.8067296644607
"1145",23.8079841597093
"1146",23.8090794268188
"1147",23.810053422013
"1148",23.810943978914
"1149",23.8117873960643
"1150",23.8126170244504
"1151",23.8134618550256
"1152",23.8143451062327
"1153",23.8152828183799
"1154",23.816282802079
"1155",23.8173449177365
"1156",23.818462120723
"1157",23.8196215585438
"1158",23.8208056680146
"1159",23.8219932724385
"1160",23.8231606787823
"1161",23.8242827748531
"1162",23.8253341264749
"1163",23.8262900746647
"1164",23.8271278328095
"1165",23.8278275838425
"1166",23.8283735774197
"1167",23.8287552270966
"1168",23.828968205409
"1169",23.8290153333833
"1170",23.8289064234285
"1171",23.8286573311958
"1172",23.828288929399
"1173",23.8278260815452
"1174",23.8272966156658
"1175",23.8267302980465
"1176",23.826157806959
"1177",23.825609706391
"1178",23.8251154197775
"1179",23.8247022037309
"1180",23.8243941217726
"1181",23.8242110180628
"1182",23.8241674911321
"1183",23.8242718681667
"1184",23.8245253062089
"1185",23.8249217834894
"1186",23.825448972355
"1187",23.826089234952
"1188",23.8268206194099
"1189",23.8276178560242
"1190",23.8284533534402
"1191",23.8292981948361
"1192",23.8301231341062
"1193",23.8308995920446
"1194",23.8316006525279
"1195",23.8322020586993
"1196",23.832683209151
"1197",23.8330281541085
"1198",23.8332265915164
"1199",23.8332747877507
"1200",23.8331757535349
"1201",23.83293845332
"1202",23.8325768289995
"1203",23.8321088218287
"1204",23.8315553943436
"1205",23.8309395522807
"1206",23.8302853664957
"1207",23.8296169948831
"1208",23.8289577042953
"1209",23.8283288924618
"1210",23.8277491099085
"1211",23.8272330818769
"1212",23.8267907302433
"1213",23.8264261954456
"1214",23.8261369059578
"1215",23.8259133287
"1216",23.8257398801712
"1217",23.8255961398564
"1218",23.8254580692493
"1219",23.8252992308754
"1220",23.8250920073143
"1221",23.8248088202225
"1222",23.8244233493565
"1223",23.823911751595
"1224",23.8232538799621
"1225",23.8224345026496
"1226",23.8214445220401
"1227",23.8202821937294
"1228",23.8189543455494
"1229",23.8174775623997
"1230",23.8158786352306
"1231",23.8141933546583
"1232",23.8124647274616
"1233",23.810741174913
"1234",23.8090747311092
"1235",23.8075192413024
"1236",23.8061285602307
"1237",23.8049547504491
"1238",23.8040462806606
"1239",23.8034462240467
"1240",23.8031904565985
"1241",23.8033058554473
"1242",23.8038084971959
"1243",23.804701856249
"1244",23.805975025695
"1245",23.8076017063763
"1246",23.8095414917431
"1247",23.8117422148773
"1248",23.8141423479659
"1249",23.816673401776
"1250",23.8192623251278
"1251",23.8218339043697
"1252",23.8243131628515
"1253",23.8266277603992
"1254",23.8287103927883
"1255",23.8305011912186
"1256",23.8319501217879
"1257",23.833019384966
"1258",23.8336858150692
"1259",23.833943268119
"1260",23.8338043296027
